,street_number,street_name,neighborhood,city,postal_code,lon,lat,HUNDRED_BLOCK,count,address
19732,a,b,c,d,V3Z,-122.7786444,49.1308258,NA 106TH AVE / 160TH ST,1,NA 106TH AVE / 160TH ST Surrey
19733,a,b,c,d,V3T,-122.8481818,49.1952546,NA 106TH AVE / CITY PKWY,1,NA 106TH AVE / CITY PKWY Surrey
19734,a,b,c,d,V3T,-122.8454309,49.195236,NA 106TH AVE / KING GEORGE BLVD,1,NA 106TH AVE / KING GEORGE BLVD Surrey
19735,a,b,c,d,V3T,-122.8624021,49.1979756,NA 107A AVE / 130TH ST,1,NA 107A AVE / 130TH ST Surrey
19736,a,b,c,d,V3R,-122.806217,49.197836,NA 107A AVE / 150TH ST,1,NA 107A AVE / 150TH ST Surrey
19737,a,b,c,d,V3T,-122.845279,49.1975399,NA 107A AVE / KING GEORGE BLVD,1,NA 107A AVE / KING GEORGE BLVD Surrey
19738,a,b,c,d,V3T,-122.8509616,49.1974012,NA 107A AVE / UNIVERSITY DR,1,NA 107A AVE / UNIVERSITY DR Surrey
19739,a,b,c,d,V3T,-122.8490125,49.1913466,NA 107TH AVE / 130TH ST,1,NA 107TH AVE / 130TH ST Surrey
19740,a,b,c,d,V3T,-122.8490125,49.1913466,NA 107TH AVE / 159TH ST,1,NA 107TH AVE / 159TH ST Surrey
19741,a,b,c,d,V3T,-122.867648,49.1993414,NA 108TH AVE / 128TH ST,1,NA 108TH AVE / 128TH ST Surrey
19742,a,b,c,d,V3T,-122.8648213,49.1989851,NA 108TH AVE / 129TH ST,1,NA 108TH AVE / 129TH ST Surrey
19743,a,b,c,d,V3T,-122.8473695,49.1988209,NA 108TH AVE / 135A ST,1,NA 108TH AVE / 135A ST Surrey
19744,a,b,c,d,V3R,-122.839631,49.198853,NA 108TH AVE / 138TH ST,1,NA 108TH AVE / 138TH ST Surrey
19745,a,b,c,d,V3R,-122.8369222,49.1988559,NA 108TH AVE / 139TH ST,1,NA 108TH AVE / 139TH ST Surrey
19746,a,b,c,d,V3R,-122.8299265,49.1988098,NA 108TH AVE / 141A ST,1,NA 108TH AVE / 141A ST Surrey
19747,a,b,c,d,V3T,-122.8271558,49.1987997,NA 108TH AVE / 142A ST,1,NA 108TH AVE / 142A ST Surrey
19748,a,b,c,d,V4N,-122.7869876,49.1988514,NA 108TH AVE / 157TH ST,1,NA 108TH AVE / 157TH ST Surrey
19749,a,b,c,d,V3T,-122.8668423,49.2008979,NA 109TH AVE / 128A ST,1,NA 109TH AVE / 128A ST Surrey
19750,a,b,c,d,V3R,-122.8415999,49.2035378,NA 110A AVE / BENTLEY RD,1,NA 110A AVE / BENTLEY RD Surrey
19751,a,b,c,d,V3V,-122.8708743,49.2085584,NA 110TH AVE / 126A ST,1,NA 110TH AVE / 126A ST Surrey
19752,a,b,c,d,V3T,-122.8660109,49.2027615,NA 110TH AVE / 128A ST,1,NA 110TH AVE / 128A ST Surrey
19753,a,b,c,d,V3R,-122.8452816,49.202545,NA 110TH AVE / 136TH ST,1,NA 110TH AVE / 136TH ST Surrey
19754,a,b,c,d,V3R,-122.8343274,49.2024978,NA 110TH AVE / 140TH ST,1,NA 110TH AVE / 140TH ST Surrey
19755,a,b,c,d,V3R,-122.812587,49.2024402,NA 110TH AVE / 148TH ST,1,NA 110TH AVE / 148TH ST Surrey
19756,a,b,c,d,11433,-73.7909656,40.6925285,NA 110TH AVE / 160TH ST,1,NA 110TH AVE / 160TH ST Surrey
19757,a,b,c,d,11433,-73.788103,40.693733,NA 110TH AVE / 164TH ST,1,NA 110TH AVE / 164TH ST Surrey
19758,a,b,c,d,V3V,-122.8744672,49.2071616,NA 112A AVE / 125A ST,1,NA 112A AVE / 125A ST Surrey
19759,a,b,c,d,V4N,-122.7714767,49.207634,NA 112B AVE / 163RD ST,1,NA 112B AVE / 163RD ST Surrey
19760,a,b,c,d,V3R,-122.8453422,49.2061435,NA 112TH AVE / 136TH ST,1,NA 112TH AVE / 136TH ST Surrey
19761,a,b,c,d,V3V,-122.8785929,49.2098444,NA 114TH AVE / 124TH ST,1,NA 114TH AVE / 124TH ST Surrey
19762,a,b,c,d,V3V,-122.8708477,49.2098432,NA 114TH AVE / 126A ST,1,NA 114TH AVE / 126A ST Surrey
19763,a,b,c,d,V3R,-122.8563408,49.2098149,NA 114TH AVE / 132ND ST,1,NA 114TH AVE / 132ND ST Surrey
19764,a,b,c,d,V3R,-122.8562863,49.2126723,NA 115B AVE / 132ND ST,1,NA 115B AVE / 132ND ST Surrey
19765,a,b,c,d,V3T,-122.8471608,49.1963817,NA 116A AVE / SURREY RD,1,NA 116A AVE / SURREY RD Surrey
19766,a,b,c,d,V3R,-122.8376696,49.2133563,NA 116TH AVE / 138B ST,1,NA 116TH AVE / 138B ST Surrey
19767,a,b,c,d,V3R,-122.8164654,49.2134513,NA 116TH AVE / SURREY RD,1,NA 116TH AVE / SURREY RD Surrey
19768,a,b,c,d,V3V,-122.9012224,49.1781728,NA 116TH ST / 96A AVE,1,NA 116TH ST / 96A AVE Surrey
19769,a,b,c,d,V3W,-122.8885357,49.152243,NA 120A ST / 82ND AVE,1,NA 120A ST / 82ND AVE Surrey
19770,a,b,c,d,V3V,-122.8900786,49.1856602,NA 120TH ST / 100A AVE,1,NA 120TH ST / 100A AVE Surrey
19771,a,b,c,d,V3V,-122.8900452,49.18814,NA 120TH ST / 102ND AVE,1,NA 120TH ST / 102ND AVE Surrey
19772,a,b,c,d,V3X,-122.889362,49.1184924,NA 120TH ST / 64TH AVE,1,NA 120TH ST / 64TH AVE Surrey
19773,a,b,c,d,V4C,-122.8902627,49.1401753,NA 120TH ST / 75A AVE,1,NA 120TH ST / 75A AVE Surrey
19774,a,b,c,d,V3W,-122.890364,49.1595916,NA 120TH ST / 86TH AVE,1,NA 120TH ST / 86TH AVE Surrey
19775,a,b,c,d,V3V,-122.8903124,49.1713724,NA 120TH ST / 92A AVE,1,NA 120TH ST / 92A AVE Surrey
19776,a,b,c,d,V3V,-122.8902772,49.1740489,NA 120TH ST / 94TH AVE,1,NA 120TH ST / 94TH AVE Surrey
19777,a,b,c,d,V3V,-122.8902446,49.1781309,NA 120TH ST / 96A AVE,1,NA 120TH ST / 96A AVE Surrey
19778,a,b,c,d,V3V,-122.8901179,49.1799565,NA 120TH ST / 97A AVE,1,NA 120TH ST / 97A AVE Surrey
19779,a,b,c,d,V3V,-122.8902628,49.1807207,NA 120TH ST / 98TH AVE,1,NA 120TH ST / 98TH AVE Surrey
19780,a,b,c,d,V3X,-122.8903346,49.1026854,NA 120TH ST / NEW MCLELLAN RD,1,NA 120TH ST / NEW MCLELLAN RD Surrey
19781,a,b,c,d,V3W,-122.8902992,49.1545844,NA 120TH ST / WADE RD,1,NA 120TH ST / WADE RD Surrey
19782,a,b,c,d,V3W,-122.8859997,49.1229738,NA 121A ST / 66TH AVE,1,NA 121A ST / 66TH AVE Surrey
19783,a,b,c,d,V3W,-122.8866892,49.1484877,NA 121A ST / 80TH AVE,1,NA 121A ST / 80TH AVE Surrey
19784,a,b,c,d,V3W,-122.8867099,49.1522062,NA 121A ST / 82ND AVE,1,NA 121A ST / 82ND AVE Surrey
19785,a,b,c,d,V3V,-122.8871033,49.1856637,NA 121ST ST / 100A AVE,1,NA 121ST ST / 100A AVE Surrey
19786,a,b,c,d,V3W,-122.8874552,49.1223358,NA 121ST ST / 103A AVE,1,NA 121ST ST / 103A AVE Surrey
19787,a,b,c,d,V3X,-122.887434,49.117474,NA 121ST ST / 63RD AVE,1,NA 121ST ST / 63RD AVE Surrey
19788,a,b,c,d,V3X,-122.8882341,49.1122658,NA 121ST ST / 64TH AVE,1,NA 121ST ST / 64TH AVE Surrey
19789,a,b,c,d,V3W,-122.8832314,49.1484588,NA 122A ST / 80TH AVE,1,NA 122A ST / 80TH AVE Surrey
19790,a,b,c,d,V3W,-122.88271,49.1521293,NA 122A ST / 82ND AVE,1,NA 122A ST / 82ND AVE Surrey
19791,a,b,c,d,V3W,-122.8836954,49.1566345,NA 122A ST / 84A AVE,1,NA 122A ST / 84A AVE Surrey
19792,a,b,c,d,V3V,-122.882788,49.1703168,NA 122B ST / 92ND AVE,1,NA 122B ST / 92ND AVE Surrey
19793,a,b,c,d,V3V,-122.8839666,49.1857042,NA 122ND ST / 100A AVE,1,NA 122ND ST / 100A AVE Surrey
19794,a,b,c,d,V3X,-122.884084,49.1082559,NA 122ND ST / 58TH AVE,1,NA 122ND ST / 58TH AVE Surrey
19795,a,b,c,d,V3W,-122.8848695,49.1320454,NA 122ND ST / 71ST AVE,1,NA 122ND ST / 71ST AVE Surrey
19796,a,b,c,d,V3W,-122.884601,49.141169,NA 122ND ST / 76TH AVE,1,NA 122ND ST / 76TH AVE Surrey
19797,a,b,c,d,V3W,-122.8846432,49.144756,NA 122ND ST / 78TH AVE,1,NA 122ND ST / 78TH AVE Surrey
19798,a,b,c,d,V3T,-122.8490125,49.1913466,NA 122ND ST / 94TH AVE,1,NA 122ND ST / 94TH AVE Surrey
19799,a,b,c,d,V3W,-122.880373,49.1266595,NA 123A ST / 68TH AVE,1,NA 123A ST / 68TH AVE Surrey
19800,a,b,c,d,V3W,-122.880483,49.1484115,NA 123A ST / 80TH AVE,1,NA 123A ST / 80TH AVE Surrey
19801,a,b,c,d,V3V,-122.8805416,49.1825635,NA 123A ST / 99TH AVE,1,NA 123A ST / 99TH AVE Surrey
19802,a,b,c,d,V3W,-122.8819701,49.1339402,NA 123RD ST / 72ND AVE,1,NA 123RD ST / 72ND AVE Surrey
19803,a,b,c,d,V3W,-122.8822897,49.1595653,NA 123RD ST / 86TH AVE,1,NA 123RD ST / 86TH AVE Surrey
19804,a,b,c,d,V3V,-122.881895,49.1788639,NA 123RD ST / 97TH AVE,1,NA 123RD ST / 97TH AVE Surrey
19805,a,b,c,d,V3W,-122.8772024,49.1392767,NA 124A ST / 75TH AVE,1,NA 124A ST / 75TH AVE Surrey
19806,a,b,c,d,V3V,-122.8774488,49.1631893,NA 124A ST / 88TH AVE,1,NA 124A ST / 88TH AVE Surrey
19807,a,b,c,d,V3V,-122.8786928,49.1844562,NA 124TH ST / 100TH AVE,1,NA 124TH ST / 100TH AVE Surrey
19808,a,b,c,d,11420,-73.816943,40.681758,NA 124TH ST / 111TH AVE,1,NA 124TH ST / 111TH AVE Surrey
19809,a,b,c,d,V3V,-122.8786656,49.2063735,NA 124TH ST / 112TH AVE,1,NA 124TH ST / 112TH AVE Surrey
19810,a,b,c,d,V4A,-122.8780639,49.0461854,NA 124TH ST / 24TH AVE,1,NA 124TH ST / 24TH AVE Surrey
19811,a,b,c,d,V3W,-122.8790816,49.1356603,NA 124TH ST / 73RD AVE,1,NA 124TH ST / 73RD AVE Surrey
19812,a,b,c,d,V3W,-122.8790736,49.1376779,NA 124TH ST / 74TH AVE,1,NA 124TH ST / 74TH AVE Surrey
19813,a,b,c,d,V3W,-122.8790518,49.1410762,NA 124TH ST / 76TH AVE,1,NA 124TH ST / 76TH AVE Surrey
19814,a,b,c,d,V3W,-122.8790994,49.1531495,NA 124TH ST / 82A AVE,1,NA 124TH ST / 82A AVE Surrey
19815,a,b,c,d,V3W,-122.8791201,49.155724,NA 124TH ST / 84TH AVE,1,NA 124TH ST / 84TH AVE Surrey
19816,a,b,c,d,V3V,-122.8752471,49.1642952,NA 124TH ST / 88TH AVE,1,NA 124TH ST / 88TH AVE Surrey
19817,a,b,c,d,V3V,-122.879208,49.166869,NA 124TH ST / 90TH AVE,1,NA 124TH ST / 90TH AVE Surrey
19818,a,b,c,d,V3V,-122.87928,49.1717545,NA 124TH ST / 93RD AVE,1,NA 124TH ST / 93RD AVE Surrey
19819,a,b,c,d,V3W,-122.8791039,49.1631669,NA 124TH ST / 94A AVE,1,NA 124TH ST / 94A AVE Surrey
19820,a,b,c,d,V3V,-122.87923,49.177161,NA 124TH ST / 96TH AVE,1,NA 124TH ST / 96TH AVE Surrey
19821,a,b,c,d,V3V,-122.8786821,49.1994078,NA 124TH ST / LIEN RD,1,NA 124TH ST / LIEN RD Surrey
19822,a,b,c,d,V3V,-122.8787228,49.1975366,NA 124TH ST / OLD YALE RD,1,NA 124TH ST / OLD YALE RD Surrey
19823,a,b,c,d,V3V,-122.8789406,49.2022315,NA 124TH ST / SCOTT RD,1,NA 124TH ST / SCOTT RD Surrey
19824,a,b,c,d,V3V,-122.878722,49.198291,NA 124TH ST / WINRAM RD,1,NA 124TH ST / WINRAM RD Surrey
19825,a,b,c,d,V3W,-122.8791039,49.1631669,NA 124TH ST OFRP / HWY 17,1,NA 124TH ST OFRP / HWY 17 Surrey
19826,a,b,c,d,V3V,-122.8744383,49.209851,NA 125A ST / 114TH AVE,1,NA 125A ST / 114TH AVE Surrey
19827,a,b,c,d,V3X,-122.8745465,49.1009798,NA 125A ST / 55TH AVE,1,NA 125A ST / 55TH AVE Surrey
19828,a,b,c,d,V3X,-122.8738335,49.1014429,NA 125A ST / COLEBROOK RD,1,NA 125A ST / COLEBROOK RD Surrey
19829,a,b,c,d,11419,-73.8199418,40.6894021,NA 125TH ST / 103RD AVE,1,NA 125TH ST / 103RD AVE Surrey
19830,a,b,c,d,V3X,-122.8763807,49.1118071,NA 125TH ST / 60TH AVE,1,NA 125TH ST / 60TH AVE Surrey
19831,a,b,c,d,V3W,-122.876234,49.1410773,NA 125TH ST / 76TH AVE,1,NA 125TH ST / 76TH AVE Surrey
19832,a,b,c,d,V3X,-122.8735302,49.1087773,NA 126TH ST / 58A AVE,1,NA 126TH ST / 58A AVE Surrey
19833,a,b,c,d,11419,-73.8334203,40.6855638,NA 127A ST / 103RD AVE,1,NA 127A ST / 103RD AVE Surrey
19834,a,b,c,d,V3R,-122.8077156,49.191536,NA 127A ST / 104TH AVE,1,NA 127A ST / 104TH AVE Surrey
19835,a,b,c,d,V3V,-122.8714596,49.1844935,NA 127TH ST / 100TH AVE,1,NA 127TH ST / 100TH AVE Surrey
19836,a,b,c,d,V3W,-122.8707134,49.1228716,NA 127TH ST / 66TH AVE,1,NA 127TH ST / 66TH AVE Surrey
19837,a,b,c,d,V3W,-122.8706711,49.1251127,NA 127TH ST / 67A AVE,1,NA 127TH ST / 67A AVE Surrey
19838,a,b,c,d,V3W,-122.8708127,49.144626,NA 127TH ST / 78TH AVE,1,NA 127TH ST / 78TH AVE Surrey
19839,a,b,c,d,V3W,-122.8707863,49.1482135,NA 127TH ST / 80TH AVE,1,NA 127TH ST / 80TH AVE Surrey
19840,a,b,c,d,V3T,-122.8660243,49.1844489,NA 128A ST / 100TH AVE,1,NA 128A ST / 100TH AVE Surrey
19841,a,b,c,d,V3W,-122.867127,49.135338,NA 128B ST / 73RD AVE,1,NA 128B ST / 73RD AVE Surrey
19842,a,b,c,d,V3V,-122.8676882,49.1880229,NA 128TH ST / 102ND AVE,1,NA 128TH ST / 102ND AVE Surrey
19843,a,b,c,d,V3V,-122.8677612,49.1935597,NA 128TH ST / 105TH AVE,1,NA 128TH ST / 105TH AVE Surrey
19844,a,b,c,d,V3V,-122.8686049,49.2026676,NA 128TH ST / 110TH AVE,1,NA 128TH ST / 110TH AVE Surrey
19845,a,b,c,d,V3T,-122.8671893,49.2047119,NA 128TH ST / 111TH AVE,1,NA 128TH ST / 111TH AVE Surrey
19846,a,b,c,d,V4A,-122.8675194,49.0312789,NA 128TH ST / 16TH AVE,1,NA 128TH ST / 16TH AVE Surrey
19847,a,b,c,d,V4A,-122.8674908,49.0330637,NA 128TH ST / 17TH AVE,1,NA 128TH ST / 17TH AVE Surrey
19848,a,b,c,d,V4A,-122.8674225,49.0404205,NA 128TH ST / 20TH AVE,1,NA 128TH ST / 20TH AVE Surrey
19849,a,b,c,d,V3W,-122.8680047,49.1574493,NA 128TH ST / 25TH AVE,1,NA 128TH ST / 25TH AVE Surrey
19850,a,b,c,d,V3X,-122.8679536,49.108177,NA 128TH ST / 58TH AVE,1,NA 128TH ST / 58TH AVE Surrey
19851,a,b,c,d,V3X,-122.8677996,49.118295,NA 128TH ST / 63B AVE,1,NA 128TH ST / 63B AVE Surrey
19852,a,b,c,d,V3W,-122.8677734,49.124914,NA 128TH ST / 67A AVE,1,NA 128TH ST / 67A AVE Surrey
19853,a,b,c,d,V3W,-122.8679858,49.1374724,NA 128TH ST / 74TH AVE,1,NA 128TH ST / 74TH AVE Surrey
19854,a,b,c,d,V3W,-122.8679952,49.1464115,NA 128TH ST / 79TH AVE,1,NA 128TH ST / 79TH AVE Surrey
19855,a,b,c,d,V3V,-122.86788,49.1789707,NA 128TH ST / 97TH AVE,1,NA 128TH ST / 97TH AVE Surrey
19856,a,b,c,d,V3W,-122.8679951,49.1447287,NA 128TH ST / ANVIL WAY,1,NA 128TH ST / ANVIL WAY Surrey
19857,a,b,c,d,V3V,-122.8674434,49.2064008,NA 128TH ST / BRIDGEVIEW DR,1,NA 128TH ST / BRIDGEVIEW DR Surrey
19858,a,b,c,d,V3T,-122.867648,49.1993414,NA 128TH ST / OLD YALE RD,1,NA 128TH ST / OLD YALE RD Surrey
19859,a,b,c,d,V3W,-122.863741,49.137396,NA 129A ST / 74TH AVE,1,NA 129A ST / 74TH AVE Surrey
19860,a,b,c,d,V3W,-122.86391,49.155438,NA 129A ST / 84TH AVE,1,NA 129A ST / 84TH AVE Surrey
19861,a,b,c,d,V3T,-122.8648213,49.1989851,NA 129TH ST / 108TH AVE,1,NA 129TH ST / 108TH AVE Surrey
19862,a,b,c,d,V3X,-122.8650253,49.1044372,NA 129TH ST / 56TH AVE,1,NA 129TH ST / 56TH AVE Surrey
19863,a,b,c,d,V3X,-122.8611217,49.1118781,NA 130A ST / 60TH AVE,1,NA 130A ST / 60TH AVE Surrey
19864,a,b,c,d,V3W,-122.860939,49.136484,NA 130A ST / 73A AVE,1,NA 130A ST / 73A AVE Surrey
19865,a,b,c,d,V3T,-122.862438,49.198973,NA 130TH ST / 108TH AVE,1,NA 130TH ST / 108TH AVE Surrey
19866,a,b,c,d,V3W,-122.8622963,49.1356097,NA 130TH ST / 116A AVE,1,NA 130TH ST / 116A AVE Surrey
19867,a,b,c,d,V4A,-122.8620143,49.0258624,NA 130TH ST / 13TH AVE,1,NA 130TH ST / 13TH AVE Surrey
19868,a,b,c,d,V4A,-122.8620365,49.0312817,NA 130TH ST / 16TH AVE,1,NA 130TH ST / 16TH AVE Surrey
19869,a,b,c,d,V3X,-122.8620651,49.110088,NA 130TH ST / 59TH AVE,1,NA 130TH ST / 59TH AVE Surrey
19870,a,b,c,d,V3W,-122.8622559,49.1312123,NA 130TH ST / 70B AVE,1,NA 130TH ST / 70B AVE Surrey
19871,a,b,c,d,V3W,-122.8618301,49.140979,NA 130TH ST / 76TH AVE,1,NA 130TH ST / 76TH AVE Surrey
19872,a,b,c,d,V3W,-122.8622979,49.1553623,NA 130TH ST / 84TH AVE,1,NA 130TH ST / 84TH AVE Surrey
19873,a,b,c,d,V3W,-122.8665599,49.146913,NA 130TH ST / 88TH AVE,1,NA 130TH ST / 88TH AVE Surrey
19874,a,b,c,d,V3W,-122.8622963,49.1356097,NA 130TH ST / 98TH AVE,1,NA 130TH ST / 98TH AVE Surrey
19875,a,b,c,d,V3W,-122.8622963,49.1356097,NA 130TH ST / CRESCENT RD,1,NA 130TH ST / CRESCENT RD Surrey
19876,a,b,c,d,V3V,-122.8624334,49.1626117,NA 130TH ST / QUEEN MARY BLVD,1,NA 130TH ST / QUEEN MARY BLVD Surrey
19877,a,b,c,d,V3W,-122.858301,49.1189759,NA 131A ST / 64TH AVE,1,NA 131A ST / 64TH AVE Surrey
19878,a,b,c,d,V3W,-122.8581942,49.1355372,NA 131A ST / 73RD AVE,1,NA 131A ST / 73RD AVE Surrey
19879,a,b,c,d,V3Z,-122.8577533,49.0948244,NA 131A ST / COLEBROOK RD,1,NA 131A ST / COLEBROOK RD Surrey
19880,a,b,c,d,V3T,-122.8660109,49.2027615,NA 131ST ST / 110TH AVE,1,NA 131ST ST / 110TH AVE Surrey
19881,a,b,c,d,V3W,-122.8600535,49.1626255,NA 131ST ST / 88TH AVE,1,NA 131ST ST / 88TH AVE Surrey
19882,a,b,c,d,V3X,-122.8350549,49.1076089,NA 131ST ST / KING GEORGE BLVD,1,NA 131ST ST / KING GEORGE BLVD Surrey
19883,a,b,c,d,V4A,-122.8592563,49.0267343,NA 131ST ST / MARINE DR,1,NA 131ST ST / MARINE DR Surrey
19884,a,b,c,d,V3T,-122.8551691,49.198931,NA 132A ST / 108TH AVE,1,NA 132A ST / 108TH AVE Surrey
19885,a,b,c,d,V3R,-122.8550507,49.2113568,NA 132A ST / 115TH AVE,1,NA 132A ST / 115TH AVE Surrey
19886,a,b,c,d,V3X,-122.8552943,49.1033886,NA 132A ST / 55A AVE,1,NA 132A ST / 55A AVE Surrey
19887,a,b,c,d,V3T,-122.8552395,49.183416,NA 132A ST / 99A AVE,1,NA 132A ST / 99A AVE Surrey
19888,a,b,c,d,V3W,-122.8580582,49.138922,NA 132ND ST / 103A AVE,1,NA 132ND ST / 103A AVE Surrey
19889,a,b,c,d,V3T,-122.8564852,49.1922439,NA 132ND ST / 104A AVE,1,NA 132ND ST / 104A AVE Surrey
19890,a,b,c,d,V3T,-122.8564667,49.1970125,NA 132ND ST / 107TH AVE,1,NA 132ND ST / 107TH AVE Surrey
19891,a,b,c,d,V3T,-122.8564806,49.1989606,NA 132ND ST / 108TH AVE,1,NA 132ND ST / 108TH AVE Surrey
19892,a,b,c,d,11420,-73.8089271,40.6800563,NA 132ND ST / 115TH AVE,1,NA 132ND ST / 115TH AVE Surrey
19893,a,b,c,d,V3X,-122.856779,49.1045778,NA 132ND ST / 56TH AVE,1,NA 132ND ST / 56TH AVE Surrey
19894,a,b,c,d,V3X,-122.8565092,49.116849,NA 132ND ST / 62B AVE,1,NA 132ND ST / 62B AVE Surrey
19895,a,b,c,d,V3X,-122.856681,49.1154008,NA 132ND ST / 62ND AVE,1,NA 132ND ST / 62ND AVE Surrey
19896,a,b,c,d,V3W,-122.856572,49.1203133,NA 132ND ST / 64A AVE,1,NA 132ND ST / 64A AVE Surrey
19897,a,b,c,d,V3W,-122.8566243,49.1245484,NA 132ND ST / 67TH AVE,1,NA 132ND ST / 67TH AVE Surrey
19898,a,b,c,d,V3W,-122.856809,49.1456423,NA 132ND ST / 78A AVE,1,NA 132ND ST / 78A AVE Surrey
19899,a,b,c,d,V3W,-122.8569328,49.1508136,NA 132ND ST / 81A AVE,1,NA 132ND ST / 81A AVE Surrey
19900,a,b,c,d,V3W,-122.8568155,49.1500937,NA 132ND ST / 81ST AVE,1,NA 132ND ST / 81ST AVE Surrey
19901,a,b,c,d,V3W,-122.8568358,49.152486,NA 132ND ST / 82A AVE,1,NA 132ND ST / 82A AVE Surrey
19902,a,b,c,d,V3T,-122.856645,49.18171,NA 132ND ST / 98A AVE,1,NA 132ND ST / 98A AVE Surrey
19903,a,b,c,d,V3T,-122.8538352,49.198922,NA 133RD ST / 108TH AVE,1,NA 133RD ST / 108TH AVE Surrey
19904,a,b,c,d,V3V,-122.853682,49.1699724,NA 133RD ST / 92ND AVE,1,NA 133RD ST / 92ND AVE Surrey
19905,a,b,c,d,V3T,-122.8495192,49.1944985,NA 134A ST / 105A AVE,1,NA 134A ST / 105A AVE Surrey
19906,a,b,c,d,V3X,-122.8498392,49.1092652,NA 134A ST / 58B AVE,1,NA 134A ST / 58B AVE Surrey
19907,a,b,c,d,V3W,-122.8499534,49.1481627,NA 134A ST / 80TH AVE,1,NA 134A ST / 80TH AVE Surrey
19908,a,b,c,d,V3W,-122.8499659,49.1500594,NA 134A ST / 81ST AVE,1,NA 134A ST / 81ST AVE Surrey
19909,a,b,c,d,V3V,-122.8492711,49.1641776,NA 134B ST / 88A AVE,1,NA 134B ST / 88A AVE Surrey
19910,a,b,c,d,V3X,-122.8506128,49.1091684,NA 134TH ST / 58B AVE,1,NA 134TH ST / 58B AVE Surrey
19911,a,b,c,d,V3W,-122.8510318,49.1232478,NA 134TH ST / 66A AVE,1,NA 134TH ST / 66A AVE Surrey
19912,a,b,c,d,V3W,-122.8511341,49.1317172,NA 134TH ST / 71ST AVE,1,NA 134TH ST / 71ST AVE Surrey
19913,a,b,c,d,V3W,-122.851205,49.142739,NA 134TH ST / 77TH AVE,1,NA 134TH ST / 77TH AVE Surrey
19914,a,b,c,d,V3W,-122.8512534,49.1463047,NA 134TH ST / 79TH AVE,1,NA 134TH ST / 79TH AVE Surrey
19915,a,b,c,d,V3W,-122.851361,49.1545818,NA 134TH ST / 83A AVE,1,NA 134TH ST / 83A AVE Surrey
19916,a,b,c,d,V3W,-122.851359,49.155433,NA 134TH ST / 84TH AVE,1,NA 134TH ST / 84TH AVE Surrey
19917,a,b,c,d,V3V,-122.8514652,49.1739913,NA 134TH ST / 94A AVE,1,NA 134TH ST / 94A AVE Surrey
19918,a,b,c,d,V3V,-122.851431,49.175416,NA 134TH ST / 95TH AVE,1,NA 134TH ST / 95TH AVE Surrey
19919,a,b,c,d,V3T,-122.851334,49.1815106,NA 134TH ST / 98A AVE,1,NA 134TH ST / 98A AVE Surrey
19920,a,b,c,d,V3T,-122.8473695,49.1989204,NA 135A ST / 106TH AVE,1,NA 135A ST / 106TH AVE Surrey
19921,a,b,c,d,V3W,-122.847212,49.155455,NA 135A ST / 84TH AVE,1,NA 135A ST / 84TH AVE Surrey
19922,a,b,c,d,V3W,-122.8483333,49.1307703,NA 135TH ST / 70B AVE,1,NA 135TH ST / 70B AVE Surrey
19923,a,b,c,d,V3W,-122.848339,49.136562,NA 135TH ST / 73A AVE,1,NA 135TH ST / 73A AVE Surrey
19924,a,b,c,d,V3W,-122.8433698,49.1491955,NA 136A ST / 80A AVE,1,NA 136A ST / 80A AVE Surrey
19925,a,b,c,d,V3V,-122.8443789,49.1700468,NA 136A ST / 92ND AVE,1,NA 136A ST / 92ND AVE Surrey
19926,a,b,c,d,V3V,-122.844196,49.1770514,NA 136A ST / 96TH AVE,1,NA 136A ST / 96TH AVE Surrey
19927,a,b,c,d,V3T,-122.8441091,49.1792524,NA 136A ST / 97A AVE,1,NA 136A ST / 97A AVE Surrey
19928,a,b,c,d,V3X,-122.8455,49.1099972,NA 136TH ST / 110A AVE,1,NA 136TH ST / 110A AVE Surrey
19929,a,b,c,d,V3X,-122.8455,49.1099972,NA 136TH ST / 110TH AVE,1,NA 136TH ST / 110TH AVE Surrey
19930,a,b,c,d,V3R,-122.845374,49.2116575,NA 136TH ST / 115TH AVE,1,NA 136TH ST / 115TH AVE Surrey
19931,a,b,c,d,V4A,-122.845414,49.031232,NA 136TH ST / 16TH AVE,1,NA 136TH ST / 16TH AVE Surrey
19932,a,b,c,d,V3X,-122.8455,49.1099972,NA 136TH ST / 58A AVE,1,NA 136TH ST / 58A AVE Surrey
19933,a,b,c,d,V8Z,-123.3926916,48.5533773,NA 136TH ST / HWY 17,1,NA 136TH ST / HWY 17 Surrey
19934,a,b,c,d,V4A,-122.845414,49.031232,NA 136TH ST / NORTH BLUFF RD,1,NA 136TH ST / NORTH BLUFF RD Surrey
19935,a,b,c,d,V3T,-122.8407184,49.1792592,NA 137B ST / 97A AVE,1,NA 137B ST / 97A AVE Surrey
19936,a,b,c,d,V3W,-122.842807,49.134903,NA 137TH ST / 97A AVE,1,NA 137TH ST / 97A AVE Surrey
19937,a,b,c,d,V3T,-122.8382404,49.184208,NA 138A ST / 100TH AVE,1,NA 138A ST / 100TH AVE Surrey
19938,a,b,c,d,V3V,-122.8392417,49.1724581,NA 138A ST / 93A AVE,1,NA 138A ST / 93A AVE Surrey
19939,a,b,c,d,V3T,-122.8395374,49.1842092,NA 138TH ST / 100TH AVE,1,NA 138TH ST / 100TH AVE Surrey
