"","X1","X1_1","street_number","street_name","neighborhood","city","HUNDRED_BLOCK","count","address","postal_code","ID","district","lon","lat"
"15321",15321,13913,"1069","161 Street","Surrey","Greater Vancouver","1000 161ST ST",1,"1000 161ST ST Surrey","V4A 7N2",431,"NA",-122.776412,49.021845
"15322",15322,13914,"1005","168 Street","Surrey","Greater Vancouver","1000 168TH ST",1,"1000 168TH ST Surrey","V3S 9R8",367,"NA",-122.7565715,49.0204121
"15323",15323,13915,"986","British Columbia 15","Surrey","Greater Vancouver","1000 176TH ST",1,"1000 176TH ST Surrey","V3S 9S5",366,"NA",-122.7352551,49.020046
"15324",15324,13916,"1302","128th Street","Surrey","Greater Vancouver","1000 AVE / 128TH ST",1,"1000 AVE / 128TH ST Surrey","V4A 3T4",388,"NA",-122.8672668,49.025952
"15325",15325,13917,"16015","10 Avenue","Surrey","Greater Vancouver","1000 AVE / 160TH ST",1,"1000 AVE / 160TH ST Surrey","V4A 1A7",431,"NA",-122.7789086,49.0202813
"15326",15326,13918,"1057","King George Boulevard","Surrey","Greater Vancouver","1000 AVE / KING GEORGE BLVD",1,"1000 AVE / KING GEORGE BLVD Surrey","V4A 9S7",369,"NA",-122.7635686,49.0213711
"15327",15327,13919,"1069","161 Street","Surrey","Greater Vancouver","1000 BLOCK 161ST ST",1,"1000 BLOCK 161ST ST Surrey","V4A 7N2",431,"NA",-122.776412,49.021845
"15328",15328,13920,"10006","129 Street","Surrey","Greater Vancouver","10000  129TH ST",1,"10000  129TH ST Surrey","V3T 3G5",250,"NA",-122.8643356,49.1846042
"15329",15329,13921,"13258","100 Avenue","Whalley","Surrey","10000  132A ST",1,"10000  132A ST Surrey","V3T 1H5",254,"Whalley (NA)",-122.855019,49.1844037
"15330",15330,13922,"9706","Pacific Highway","Surrey","Greater Vancouver","10000  176TH ST",1,"10000  176TH ST Surrey","V4N 4B5",1,"NA",-122.7345599,49.179098
"15331",15331,13923,"10000","168 Street","Surrey","Greater Vancouver","10000 168TH ST",1,"10000 168TH ST Surrey","V4N 4X2",1,"NA",-122.7564407,49.1858118
"15332",15332,13924,"17748","101 Avenue","Surrey","Greater Vancouver","10000 177A ST",1,"10000 177A ST Surrey","V4N 5V7",525,"NA",-122.7307032,49.1862286
"15333",15333,13925,"9998","140 Street","Surrey","Greater Vancouver","10000 AVE / 140TH ST",1,"10000 AVE / 140TH ST Surrey","V3T 4M4",86,"Whalley (NA)",-122.8339984,49.1836301
"15334",15334,13925,"9998","140 Street","Surrey","Greater Vancouver","10000 AVE / 140TH ST",1,"10000 AVE / 140TH ST Surrey","V3T 4M4",86,"Whalley (NA)",-122.8339984,49.1836301
"15335",15335,13926,"10068","141 Street","Whalley","Surrey","10000 AVE / 141ST ST",1,"10000 AVE / 141ST ST Surrey","V3T 4P3",87,"Whalley (NA)",-122.8311228,49.1854819
"15336",15336,13927,"10015","144 Street","Whalley","Surrey","10000 AVE / 144TH ST",1,"10000 AVE / 144TH ST Surrey","V3T 4T9",87,"Whalley (NA)",-122.823097,49.1840953
"15337",15337,13928,"10038","150 Street","Guildford","Surrey","10000 AVE / 150TH ST",1,"10000 AVE / 150TH ST Surrey","V3R 0M8",23,"Guildford (Johnson Heights)",-122.8060545,49.184538
"15338",15338,13930,"10011","Grace Road","South Westminster","Surrey","10000 BLOCK GRACE RD",1,"10000 BLOCK GRACE RD Surrey","V3V 3V7",239,"South Westminster (NA)",-122.9004704,49.1849114
"15339",15339,13931,"10023","128A Street","Surrey","Greater Vancouver","10023 128A ST",1,"10023 128A ST Surrey","V3T 3E4",250,"NA",-122.866371,49.1847956
"15340",15340,13932,"10028","132 Street","Whalley","Surrey","10028 132 ST",1,"10028 132 ST Surrey","V3T 3T3",254,"Whalley (NA)",-122.8562781,49.184863
"15341",15341,13933,"10019","127B Street","Saint Helen's Park","Surrey","10031 127B ST",1,"10031 127B ST Surrey","V3V 5M4",245,"Saint Helen's Park (NA)",-122.8690932,49.1848615
"15342",15342,13934,"10067","143A Street","Whalley","Surrey","10045 143A ST",1,"10045 143A ST Surrey","V3T 4Z5",87,"Whalley (NA)",-122.824728,49.1851311
"15343",15343,13935,"10045","King George Boulevard","Whalley","Surrey","10045 KING GEORGE BLVD",1,"10045 KING GEORGE BLVD Surrey","V3T 5H9",255,"Whalley (NA)",-122.845766,49.184921
"15344",15344,13936,"10051","155 Street","Guildford","Surrey","10051 155 ST",1,"10051 155 ST Surrey","V3R 0S1",22,"Guildford (Johnson Heights)",-122.7928721,49.1849856
"15345",15345,13937,"10056","133 Street","Whalley","Surrey","10056 133 ST",1,"10056 133 ST Surrey","V3T 3Y5",254,"Whalley (NA)",-122.8538221,49.185417
"15346",15346,13938,"10056","143A Street","Whalley","Surrey","10056 143A ST",1,"10056 143A ST Surrey","V3T 4Z5",87,"Whalley (NA)",-122.8241047,49.1852713
"15347",15347,13939,"10061","150 Street","Guildford","Surrey","10061 150TH ST",1,"10061 150TH ST Surrey","V3R 4A7",511,"Guildford (Johnson Heights)",-122.8067618,49.1853651
"15348",15348,13940,"10063","Whalley Boulevard","Whalley","Surrey","10063 WHALLEY BLVD",1,"10063 WHALLEY BLVD Surrey","V3T 4G1",91,"Whalley (NA)",-122.8437912,49.1852944
"15349",15349,13941,"10084","140 Street","Whalley","Surrey","10080 140 ST",1,"10080 140 ST Surrey","V3T 4M8",90,"Whalley (NA)",-122.8338796,49.185604
"15350",15350,13942,"10080","Whalley Boulevard","Whalley","Surrey","10080 WHALLEY BLVD",1,"10080 WHALLEY BLVD Surrey","V3T 4E9",91,"Whalley (NA)",-122.8429268,49.1857807
"15351",15351,13943,"10082","132 Street","Whalley","Surrey","10082 132 ST",1,"10082 132 ST Surrey","V3T 5V3",254,"Whalley (NA)",-122.8557155,49.1861756
"15352",15352,13944,"12296","100A Avenue","Surrey","Greater Vancouver","100A AVE / 123A ST",1,"100A AVE / 123A ST Surrey","V3V 2Y8",242,"NA",-122.8809,49.1857171
"15353",15353,13945,"10054","132 Street","Whalley","Surrey","100A AVE / 132ND ST",1,"100A AVE / 132ND ST Surrey","V3T 3T3",254,"Whalley (NA)",-122.8565276,49.1853612
"15354",15354,13946,"10051","141 Street","Whalley","Surrey","100A AVE / 141ST ST",1,"100A AVE / 141ST ST Surrey","V3T 4P2",90,"Whalley (NA)",-122.83143,49.185148
"15355",15355,13947,"10060","142 Street","Whalley","Surrey","100A AVE / 142ND ST",1,"100A AVE / 142ND ST Surrey","V3T 4R8",87,"Whalley (NA)",-122.828668,49.185153
"15356",15356,13948,"10057","143 Street","Whalley","Surrey","100A AVE / 143RD ST",1,"100A AVE / 143RD ST Surrey","V3T 4S9",87,"Whalley (NA)",-122.825941,49.1851506
"15357",15357,13949,"14700","100 Avenue","Surrey","Greater Vancouver","100TH AVE / 100TH AVENUE STRD",1,"100TH AVE / 100TH AVENUE STRD Surrey","V3V 7Z2",86,"NA",-122.8133793,49.1841884
"15358",15358,13950,"12087","100 Avenue","Surrey","Greater Vancouver","100TH AVE / 121ST ST",1,"100TH AVE / 121ST ST Surrey","V3V 2W4",241,"NA",-122.887328,49.18436
"15359",15359,13951,"28","100 Avenue","Surrey","Greater Vancouver","100TH AVE / 122ND ST",1,"100TH AVE / 122ND ST Surrey","V3V 2W7",242,"NA",-122.8846153,49.1844065
"15360",15360,13952,"12405","100 Avenue","Surrey","Greater Vancouver","100TH AVE / 124A ST",1,"100TH AVE / 124A ST Surrey","V3V 2X2",243,"NA",-122.877521,49.1845085
"15361",15361,13953,"9991","125 Street","Surrey","Greater Vancouver","100TH AVE / 125TH ST",1,"100TH AVE / 125TH ST Surrey","V3V 4Y3",244,"NA",-122.8753367,49.1845146
"15362",15362,13954,"14700","100 Avenue","Surrey","Greater Vancouver","100TH AVE / 127A ST",1,"100TH AVE / 127A ST Surrey","V3V 7Z2",86,"NA",-122.8133793,49.1841884
"15363",15363,13955,"12730","100 Avenue","Surrey","Greater Vancouver","100TH AVE / 127B ST",1,"100TH AVE / 127B ST Surrey","V3V 2Y1",245,"NA",-122.8690823,49.1844689
"15364",15364,13956,"11","100 Avenue","Surrey","Greater Vancouver","100TH AVE / 129TH ST",1,"100TH AVE / 129TH ST Surrey","V3T 1G5",250,"NA",-122.864629,49.1844327
"15365",15365,13957,"13866","100 Avenue","Whalley","Surrey","100TH AVE / 138A ST",1,"100TH AVE / 138A ST Surrey","V3T 1J6",94,"Whalley (NA)",-122.8382404,49.184208
"15366",15366,13958,"14702","68 Avenue","East Newton South","Surrey","100TH AVE / 147TH ST",1,"100TH AVE / 147TH ST Surrey","V3S 2B1",539,"East Newton South (NA)",-122.814934,49.126345
"15367",15367,13958,"14702","68 Avenue","East Newton South","Surrey","100TH AVE / 147TH ST",1,"100TH AVE / 147TH ST Surrey","V3S 2B1",539,"East Newton South (NA)",-122.814934,49.126345
"15368",15368,13959,"14885","100 Avenue","Guildford","Surrey","100TH AVE / 149TH ST",1,"100TH AVE / 149TH ST Surrey","V3R 0W1",138,"Guildford (Johnson Heights)",-122.809732,49.18418
"15369",15369,13960,"15958","100 Avenue","Surrey","Greater Vancouver","100TH AVE / 159A ST",1,"100TH AVE / 159A ST Surrey","V4N 2B3",34,"NA",-122.779969,49.184367
"15370",15370,13961,"17326","100 Avenue","Surrey","Greater Vancouver","100TH AVE / 173RD ST",1,"100TH AVE / 173RD ST Surrey","V4N 4L3",1,"NA",-122.742665,49.184294
"15371",15371,13962,"17771","100 Avenue","Surrey","Greater Vancouver","100TH AVE / BARNSTON DR E",1,"100TH AVE / BARNSTON DR E Surrey","V4N 5H1",525,"NA",-122.7305466,49.1842123
"15372",15372,13963,"12576","100 Avenue","Surrey","Greater Vancouver","100TH AVE / PARK DR",1,"100TH AVE / PARK DR Surrey","V3V 2X6",244,"NA",-122.8740209,49.1845196
"15373",15373,13964,"10092","132 Street","Whalley","Surrey","10100  132ND ST",1,"10100  132ND ST Surrey","V3T 5V3",254,"Whalley (NA)",-122.85608,49.1862461
"15374",15374,13965,"13910","101 Avenue","Whalley","Surrey","10100  139TH ST",1,"10100  139TH ST Surrey","V3T 1L6",509,"Whalley (NA)",-122.8368941,49.1861215
"15375",15375,13966,"150 St FS 101 Ave","Guildford","Surrey","Greater Vancouver","10100  150TH ST",1,"10100  150TH ST Surrey","V3R",23,"Guildford (Johnson Heights)",-122.8064289,49.1861658
"15376",15376,13967,"10051","155 Street","Guildford","Surrey","10100  155TH ST",1,"10100  155TH ST Surrey","V3R 0S1",30,"Guildford (Johnson Heights)",-122.7925675,49.1850904
"15377",15377,13968,"10106","160 Street","Surrey","Greater Vancouver","10100  160TH ST",1,"10100  160TH ST Surrey","V4N 2J5",39,"NA",-122.7781522,49.1860832
"15378",15378,13969,"10105","Whalley Boulevard","Whalley","Surrey","10100  WHALLEY BLVD",1,"10100  WHALLEY BLVD Surrey","V3T 4G1",91,"Whalley (NA)",-122.8432681,49.1861388
"15379",15379,13970,"150 St FS 101 Ave","Guildford","Surrey","Greater Vancouver","10100 150TH ST",1,"10100 150TH ST Surrey","V3R",23,"Guildford (Johnson Heights)",-122.8064289,49.1861658
"15380",15380,13971,"9752","160A Street","Surrey","Greater Vancouver","10100 160A ST",1,"10100 160A ST Surrey","V4N 5M1",38,"NA",-122.7769433,49.1797821
"15381",15381,13972,"10000","168 Street","Surrey","Greater Vancouver","10100 168TH ST",1,"10100 168TH ST Surrey","V4N 4X2",1,"NA",-122.7564605,49.1856015
"15382",15382,13973,"10110","175A Street","Surrey","Greater Vancouver","10100 175A ST",1,"10100 175A ST Surrey","V4N 4H2",1,"NA",-122.7358119,49.1860801
"15383",15383,13974,"7960","144A Street","Newton","Surrey","10100 AVE / 144A ST",1,"10100 AVE / 144A ST Surrey","V3S 8C1",548,"Newton (NA)",-122.8219504,49.1472015
"15384",15384,13975,"10090","152 Street","Guildford","Surrey","10100 AVE / 152ND ST",1,"10100 AVE / 152ND ST Surrey","V3R 8X8",22,"Guildford (Johnson Heights)",-122.8008242,49.1861189
"15385",15385,13976,"6697","County Highway 23","Surrey","Maryland","10100 AVE / 153RD ST",1,"10100 AVE / 153RD ST Surrey","9579",NA,"NA",-101.0576797,48.3048128
"15386",15386,13977,"10107","120 Street","Surrey","Greater Vancouver","10100 BLOCK 120TH ST",1,"10100 BLOCK 120TH ST Surrey","V3V 4E3",241,"NA",-122.8900771,49.186434
"15387",15387,13978,"9530","Patricia Bay Highway","North Saanich","Capital","10100 HWY 17",1,"10100 HWY 17 Surrey","V8L 5S7",NA,"NA",-123.4241659,48.6687941
"15388",15388,13979,"10000","168 Street","Surrey","Greater Vancouver","10107 168 ST",1,"10107 168 ST Surrey","V4N 4X2",1,"NA",-122.7566633,49.1864497
"15389",15389,13980,"10120","King George Boulevard","Whalley","Surrey","10120 KING GEORGE BLVD",1,"10120 KING GEORGE BLVD Surrey","V3T 2W4",91,"Whalley (NA)",-122.8448478,49.1864621
"15390",15390,13981,"10135","132 Street","Surrey","Greater Vancouver","10135 132 ST",1,"10135 132 ST Surrey","V3T 3T6",251,"NA",-122.856784,49.186902
"15391",15391,13982,"10136","King George Boulevard","Whalley","Surrey","10136 KING GEORGE BLVD",1,"10136 KING GEORGE BLVD Surrey","V3T 2W4",91,"Whalley (NA)",-122.8441741,49.1867215
"15392",15392,13983,"10168","University Drive","Whalley","Surrey","10168 UNIVERSITY DR",1,"10168 UNIVERSITY DR Surrey","V3T 5X3",255,"Whalley (NA)",-122.8512905,49.1871533
"15393",15393,13984,"10183","152A Street","Guildford","Surrey","10183 152A ST",1,"10183 152A ST Surrey","V3R 4H6",22,"Guildford (Johnson Heights)",-122.7998622,49.1875377
"15394",15394,13985,"10188","Whalley Boulevard","Whalley","Surrey","10188 WHALLEY BLVD",1,"10188 WHALLEY BLVD Surrey","V3T 5J6",91,"Whalley (NA)",-122.8427274,49.1875818
"15395",15395,13986,"10197","143A Street","Whalley","Surrey","10196 143A ST",1,"10196 143A ST Surrey","V3T 5A7",87,"Whalley (NA)",-122.8245497,49.1877485
"15396",15396,13987,"14876","101A Avenue","Guildford","Surrey","101A AVE / 101A AVENUE STRD",1,"101A AVE / 101A AVENUE STRD Surrey","V3R 7V5",24,"Guildford (Johnson Heights)",-122.8103646,49.1868691
"15397",15397,13988,"12214","101A Avenue","Surrey","Greater Vancouver","101A AVE / 122ND ST",1,"101A AVE / 122ND ST Surrey","V3V 3A2",242,"NA",-122.8840108,49.1868974
"15398",15398,13989,"10181","149 Street","Guildford","Surrey","101A AVE / 149TH ST",1,"101A AVE / 149TH ST Surrey","V3R 6A1",510,"Guildford (Johnson Heights)",-122.8092655,49.1868424
"15399",15399,13990,"10145","158 Street","Surrey","Greater Vancouver","101A AVE / 158TH ST",1,"101A AVE / 158TH ST Surrey","V4N 4V8",33,"NA",-122.784178,49.187075
"15400",15400,13991,"12110","101B Avenue","Surrey","Greater Vancouver","101B AVE / 121ST ST",1,"101B AVE / 121ST ST Surrey","V3V 7X6",240,"NA",-122.887107,49.1875785
"15401",15401,13992,"10106","121 Street","Surrey","Greater Vancouver","101ST AVE / 121ST ST",1,"101ST AVE / 121ST ST Surrey","V3V 4K5",241,"NA",-122.8870834,49.1864222
"15402",15402,13993,"10090","142 Street","Whalley","Surrey","101ST AVE / 142ND ST",1,"101ST AVE / 142ND ST Surrey","V3T 4R8",88,"Whalley (NA)",-122.8286717,49.1860593
"15403",15403,13994,"10110","143 Street","Whalley","Surrey","101ST AVE / 143RD ST",1,"101ST AVE / 143RD ST Surrey","V3T 4T1",88,"Whalley (NA)",-122.8259246,49.1860693
"15404",15404,13995,"15751","101 Avenue","Surrey","Greater Vancouver","101ST AVE / 157A ST",1,"101ST AVE / 157A ST Surrey","V4N 2S5",32,"NA",-122.785437,49.185754
"15405",15405,13996,"17748","101 Avenue","Surrey","Greater Vancouver","101ST AVE / 177A ST",1,"101ST AVE / 177A ST Surrey","V4N 5V7",525,"NA",-122.7307032,49.1862286
"15406",15406,13997,"9498","127A Street","Surrey","Greater Vancouver","10200  127A ST",1,"10200  127A ST Surrey","V3V 5K6",267,"NA",-122.8691319,49.1752657
"15407",15407,13998,"10491","135A Street","Whalley","Surrey","10200  135A ST",1,"10200  135A ST Surrey","V3T 4C9",76,"Whalley (NA)",-122.8469068,49.1932052
"15408",15408,13999,"10227","150 Street","Guildford","Surrey","10200  150TH ST",1,"10200  150TH ST Surrey","V3R 4A7",23,"Guildford (Johnson Heights)",-122.806175,49.1878502
"15409",15409,14000,"15608","102 Avenue","Surrey","Greater Vancouver","10200  156TH ST",1,"10200  156TH ST Surrey","V4N 2G4",31,"NA",-122.7895093,49.1877773
"15410",15410,14001,"10177","168 Street","Surrey","Greater Vancouver","10200  168TH ST",1,"10200  168TH ST Surrey","V4N 4X2",464,"NA",-122.7564909,49.1877711
"15411",15411,14002,"13389","102 Avenue","Whalley","Surrey","10200  UNIVERSITY DR",1,"10200  UNIVERSITY DR Surrey","V3T 1N5",255,"Whalley (NA)",-122.8507677,49.1879534
"15412",15412,14003,"13505","76 Avenue","Newton","Surrey","10200 135TH ST",1,"10200 135TH ST Surrey","V3W 2W3",295,"Newton (NA)",-122.848412,49.140869
"15413",15413,14004,"7590","149A Street","Newton","Surrey","10200 149A ST",1,"10200 149A ST Surrey","V3S 3H5",574,"Newton (NA)",-122.8076693,49.1409775
"15414",15414,14005,"10227","150 Street","Guildford","Surrey","10200 150 ST",1,"10200 150 ST Surrey","V3R 4A7",23,"Guildford (Johnson Heights)",-122.806175,49.1878502
"15415",15415,14006,"10285","167 Street","Surrey","Greater Vancouver","10200 167TH ST",1,"10200 167TH ST Surrey","V4N 1Z2",39,"NA",-122.758889,49.189507
"15416",15416,14007,"10194","173 Street","Surrey","Greater Vancouver","10200 173RD ST",1,"10200 173RD ST Surrey","V4N 4H8",1,"NA",-122.7421801,49.1879615
"15417",15417,14008,"10309","176 Street","Surrey","Greater Vancouver","10200 176TH ST",1,"10200 176TH ST Surrey","V4N 4M8",525,"NA",-122.7331789,49.1914697
"15418",15418,14009,"14004","102A Avenue","Whalley","Surrey","10200 AVE / 140TH ST",1,"10200 AVE / 140TH ST Surrey","V3T 1P9",90,"Whalley (NA)",-122.8338777,49.1879399
"15419",15419,14010,"10210","King George Boulevard","Whalley","Surrey","10200 AVE / KING GEORGE BLVD",1,"10200 AVE / KING GEORGE BLVD Surrey","V3T 2W5",255,"Whalley (NA)",-122.8453711,49.1878884
"15420",15420,14010,"10210","King George Boulevard","Whalley","Surrey","10200 AVE / KING GEORGE BLVD",1,"10200 AVE / KING GEORGE BLVD Surrey","V3T 2W5",255,"Whalley (NA)",-122.8453711,49.1878884
"15421",15421,14011,"Scottsdale Exchange @ Bay 6","Newton","Surrey","Greater Vancouver","10200 AVE / MALL ACCESS",1,"10200 AVE / MALL ACCESS Surrey","V3W",207,"Newton (Strawberry Hill)",-122.8877071,49.1374736
"15422",15422,14012,"10225","City Parkway","Whalley","Surrey","10200 BLK / CITY PKWY",1,"10200 BLK / CITY PKWY Surrey","V3T 4C3",255,"Whalley (NA)",-122.8477133,49.1885524
"15423",15423,14013,"10214","Scott Road","South Westminster","Surrey","10200 BLOCK 120TH ST",1,"10200 BLOCK 120TH ST Surrey","V3V 4G1",240,"South Westminster (NA)",-122.8897977,49.1883562
"15424",15424,14014,"14831","101A Avenue","Guildford","Surrey","10200 BLOCK 148TH ST",1,"10200 BLOCK 148TH ST Surrey","V3R 6A2",24,"Guildford (Johnson Heights)",-122.8112143,49.1876516
"15425",15425,14015,"15608","102 Avenue","Surrey","Greater Vancouver","10200 BLOCK 156TH ST",1,"10200 BLOCK 156TH ST Surrey","V4N 2G4",31,"NA",-122.7895093,49.1877773
"15426",15426,14016,"10202","160 Street","Surrey","Greater Vancouver","10200 BLOCK 160TH ST",1,"10200 BLOCK 160TH ST Surrey","V4N 1Z9",39,"NA",-122.7781655,49.1875178
"15427",15427,14017,"10309","176 Street","Surrey","Greater Vancouver","10200 BLOCK 176TH ST",1,"10200 BLOCK 176TH ST Surrey","V4N 4M8",525,"NA",-122.7331789,49.1914697
"15428",15428,14018,"10198","Grace Road","South Westminster","Surrey","10200 BLOCK GRACE RD",1,"10200 BLOCK GRACE RD Surrey","V3V 3V6",240,"South Westminster (NA)",-122.8960804,49.1879006
"15429",15429,14018,"10198","Grace Road","South Westminster","Surrey","10200 BLOCK GRACE RD",1,"10200 BLOCK GRACE RD Surrey","V3V 3V6",240,"South Westminster (NA)",-122.8960804,49.1879006
"15430",15430,14019,"13389","102 Avenue","Whalley","Surrey","10200 BLOCK UNIVERSITY DR",1,"10200 BLOCK UNIVERSITY DR Surrey","V3T 1N5",255,"Whalley (NA)",-122.8507677,49.1879534
"15431",15431,14020,"10382","McDonald Park Road","North Saanich","North Saanich","10200 HWY 17",1,"10200 HWY 17 Surrey","V8L 5S8",NA,"NA",-123.419012,48.6642818
"15432",15432,14021,"10382","McDonald Park Road","North Saanich","North Saanich","10206 HWY 17",1,"10206 HWY 17 Surrey","V8L 5S8",NA,"NA",-123.419012,48.6642818
"15433",15433,14022,"10213","140 Street","Whalley","Surrey","10213 140 ST",1,"10213 140 ST Surrey","V3T 4N1",256,"Whalley (NA)",-122.8344851,49.1879779
"15434",15434,14023,"10215","150 Street","Guildford","Surrey","10215 150 ST",1,"10215 150 ST Surrey","V3R 4A8",511,"Guildford (Johnson Heights)",-122.8076366,49.1878912
"15435",15435,14024,"10215","150 Street","Guildford","Surrey","10215 150TH ST",1,"10215 150TH ST Surrey","V3R 4A8",511,"Guildford (Johnson Heights)",-122.8076366,49.1878912
"15436",15436,14025,"10216","128 Street","Surrey","Greater Vancouver","10216 128TH ST",1,"10216 128TH ST Surrey","V3T 2Z5",249,"NA",-122.8671881,49.1883046
"15437",15437,14026,"10221","133A Street","Whalley","Surrey","10221 133A ST",1,"10221 133A ST Surrey","V3T 5J8",255,"Whalley (NA)",-122.8525567,49.1880726
"15438",15438,14027,"Cedar Grove Park","10222","141 Street","Whalley","10222 141 ST",1,"10222 141 ST Surrey","V3T 4P6",88,"Whalley (NA)",-122.831148,49.188257
"15439",15439,14028,"10222","154 Street","Guildford","Surrey","10222 154 ST",1,"10222 154 ST Surrey","V3R 5Y7",30,"Guildford (Johnson Heights)",-122.7950871,49.188235
"15440",15440,14029,"10230","144A Street","Whalley","Surrey","10230 144A ST",1,"10230 144A ST Surrey","V3R 3P8",86,"Whalley (NA)",-122.8212914,49.1884262
"15441",15441,14030,"8599","132 Street","Newton","Surrey","102300 132ND ST",1,"102300 132ND ST Surrey","V3W 4N8",289,"Newton (NA)",-122.8569313,49.1586632
"15442",15442,14031,"10244","132 Street","Whalley","Surrey","10244B 132ND ST",1,"10244B 132ND ST Surrey","V3T 3T7",253,"Whalley (NA)",-122.8562221,49.188948
"15443",15443,14032,"10250","152 Street","Guildford","Surrey","10250 152ND ST",1,"10250 152ND ST Surrey","V3R 4G8",22,"Guildford (Johnson Heights)",-122.8002538,49.1892715
"15444",15444,14033,"8599","132 Street","Newton","Surrey","102500 132ND ST",1,"102500 132ND ST Surrey","V3W 4N8",289,"Newton (NA)",-122.8569313,49.1586632
"15445",15445,14034,"10252","City Parkway","Whalley","Surrey","10252 CITY PKWY",1,"10252 CITY PKWY Surrey","V3T 4C2",255,"Whalley (NA)",-122.8473081,49.1891979
"15446",15446,14035,"10262","152A Street","Guildford","Surrey","10262 152A ST",1,"10262 152A ST Surrey","V3R 6T8",22,"Guildford (Johnson Heights)",-122.7980098,49.1891018
"15447",15447,14036,"10271","144 Street","Whalley","Surrey","10271 144TH ST",1,"10271 144TH ST Surrey","V3T 4V2",89,"Whalley (NA)",-122.8233803,49.1891645
"15448",15448,14037,"10275","148 Street","Whalley","Surrey","10275 148 ST",1,"10275 148 ST Surrey","V3R 6S4",85,"Whalley (NA)",-122.8131927,49.1899882
"15449",15449,14037,"10275","148 Street","Whalley","Surrey","10275 148 ST",1,"10275 148 ST Surrey","V3R 6S4",85,"Whalley (NA)",-122.8131927,49.1899882
"15450",15450,14038,"10277","City Parkway","Whalley","Surrey","10277 CITY PKWY",1,"10277 CITY PKWY Surrey","V3T 4C3",255,"Whalley (NA)",-122.8478779,49.189642
"15451",15451,14039,"10289","133 Street","Whalley","Surrey","10289 133RD ST",1,"10289 133RD ST Surrey","V3T 0B1",253,"Whalley (NA)",-122.8548406,49.1898221
"15452",15452,14040,"10289","150 Street","Guildford","Surrey","10289 150 ST",1,"10289 150 ST Surrey","V3R 4B1",25,"Guildford (Johnson Heights)",-122.806692,49.189426
"15453",15453,14041,"10290","133 Street","Whalley","Surrey","10290 133 ST",1,"10290 133 ST Surrey","V3T 3Z1",253,"Whalley (NA)",-122.854016,49.189793
"15454",15454,14042,"10291","149A Street","Guildford","Surrey","10291 149A ST",1,"10291 149A ST Surrey","V3R 4A5",25,"Guildford (Johnson Heights)",-122.8081191,49.1894854
"15455",15455,14043,"14057","102A Avenue","Whalley","Surrey","102A AVE / 102ND AVE",1,"102A AVE / 102ND AVE Surrey","V3T 1P8",255,"Whalley (NA)",-122.8501501,49.1885207
"15456",15456,14044,"10243","122 Street","Surrey","Greater Vancouver","102A AVE / 122ND ST",1,"102A AVE / 122ND ST Surrey","V3V 4N1",240,"NA",-122.8840176,49.1889936
"15457",15457,14045,"10222","141 Street","Whalley","Surrey","102A AVE / 141ST ST",1,"102A AVE / 141ST ST Surrey","V3T 4P6",90,"Whalley (NA)",-122.8313986,49.1882902
"15458",15458,14046,"10255","146 Street","Whalley","Surrey","102A AVE / 146TH ST",1,"102A AVE / 146TH ST Surrey","V3R 3T1",85,"Whalley (NA)",-122.8175247,49.1885827
"15459",15459,14046,"10255","146 Street","Whalley","Surrey","102A AVE / 146TH ST",1,"102A AVE / 146TH ST Surrey","V3R 3T1",85,"Whalley (NA)",-122.8175247,49.1885827
"15460",15460,14047,"10263","144 Street","Whalley","Surrey","102B AVE / 144TH ST",1,"102B AVE / 144TH ST Surrey","V3T 4V2",86,"Whalley (NA)",-122.823101,49.189008
"15461",15461,14048,"14057","102A Avenue","Whalley","Surrey","102ND AVE / 102A AVE",1,"102ND AVE / 102A AVE Surrey","V3T 1P8",255,"Whalley (NA)",-122.8501501,49.1885207
"15462",15462,14049,"12111","102 Avenue","Surrey","Greater Vancouver","102ND AVE / 121ST ST",1,"102ND AVE / 121ST ST Surrey","V3V 3C7",240,"NA",-122.8870878,49.1881588
"15463",15463,14050,"12540","102 Avenue","Saint Helen's Park","Surrey","102ND AVE / 125TH ST",1,"102ND AVE / 125TH ST Surrey","V3V 3E3",244,"Saint Helen's Park (NA)",-122.875473,49.188089
"15464",15464,14051,"13464","104 Avenue","Whalley","Surrey","102ND AVE / 127A ST",1,"102ND AVE / 127A ST Surrey","V3T 1V8",255,"Whalley (NA)",-122.8490125,49.1913466
"15465",15465,14052,"12955","102 Avenue","Surrey","Greater Vancouver","102ND AVE / 129A ST",1,"102ND AVE / 129A ST Surrey","V3T 1N1",250,"NA",-122.8631857,49.1880745
"15466",15466,14053,"10186","141 Street","Whalley","Surrey","102ND AVE / 141ST ST",1,"102ND AVE / 141ST ST Surrey","V3T 4P6",88,"Whalley (NA)",-122.8313763,49.187381
"15467",15467,14054,"10200","146 Street","Whalley","Surrey","102ND AVE / 146TH ST",1,"102ND AVE / 146TH ST Surrey","V3R 3S9",85,"Whalley (NA)",-122.8175316,49.1877082
"15468",15468,14055,"10205","157 Street","Surrey","Greater Vancouver","102ND AVE / 157TH ST",1,"102ND AVE / 157TH ST Surrey","V4N 2G6",31,"NA",-122.786998,49.18799
"15469",15469,14056,"10202","158 Street","Surrey","Greater Vancouver","102ND AVE / 158TH ST",1,"102ND AVE / 158TH ST Surrey","V4N 2M3",32,"NA",-122.784188,49.187971
